X;Y;Name;Sensor;Year;Day;Value
607983.45;7129479.8;toar_LT51590151990257KIS00_2;LT5;1990;257;0.0783390595634978
607983.45;7129479.8;toar_LT51580161986127KIS00_2;LT5;1986;127;null
607983.45;7129479.8;toar_LT41580161988093XXX03_2;LT4;1988;093;null
607983.45;7129479.8;toar_LT41580161988205XXX03_2;LT4;1988;205;null
607983.45;7129479.8;toar_LT51600161987032XXX01_2;LT5;1987;032;null
607983.45;7129479.8;toar_LT51590152010216KIS01_2;LT5;2010;216;0.0460457339113102
607983.45;7129479.8;toar_LT51600161985106KIS00_2;LT5;1985;106;null
607983.45;7129479.8;toar_LT51580161994149KIS00_2;LT5;1994;149;null
607983.45;7129479.8;toar_LT51590151985099KIS00_2;LT5;1985;099;0.624091588753471
607983.45;7129479.8;toar_LT51590151986214XXX03_2;LT5;1986;214;0.533702579792029
607983.45;7129479.8;toar_LT51620152006194KIS01_2;LT5;2006;194;null
607983.45;7129479.8;toar_LT51590161986294XXX03_2;LT5;1986;294;null
607983.45;7129479.8;toar_LT41620151988265XXX03_2;LT4;1988;265;null
607983.45;7129479.8;toar_LT51600162007231IKR01_2;LT5;2007;231;null
607983.45;7129479.8;toar_LT51600151988083KIS00_2;LT5;1988;083;0.710027631872628
607983.45;7129479.8;toar_LT51610151987167XXX02_2;LT5;1987;167;0.0825223441531904
607983.45;7129479.8;toar_LT51590151994172KIS00_2;LT5;1994;172;0.070474294890939
607983.45;7129479.8;toar_LT51620152006210KIS02_2;LT5;2006;210;null
607983.45;7129479.8;toar_LT51610161989124KIS00_2;LT5;1989;124;null
607983.45;7129479.8;toar_LT41590161988212XXX03_2;LT4;1988;212;null
607983.45;7129479.8;toar_LT51620151987238XXX02_2;LT5;1987;238;null
607983.45;7129479.8;toar_LT51610152009195KIS01_2;LT5;2009;195;0.0534275189342824
607983.45;7129479.8;toar_LT51610161984127KIS00_2;LT5;1984;127;null
607983.45;7129479.8;toar_LT51590151988188KIS00_2;LT5;1988;188;0.0511971176845212
607983.45;7129479.8;toar_LT51590151990209KIS00_2;LT5;1990;209;0.22485497579732
607983.45;7129479.8;toar_LT51600151988131KIS00_2;LT5;1988;131;0.645480565566202
607983.45;7129479.8;toar_LT51580161998160KIS00_2;LT5;1998;160;null
607983.45;7129479.8;toar_LT51580161990250KIS00_2;LT5;1990;250;null
607983.45;7129479.8;toar_LT51620152006242MOR00_2;LT5;2006;242;null
607983.45;7129479.8;toar_LT51610151987215XXX02_2;LT5;1987;215;0.0665834245708099
607983.45;7129479.8;toar_LT51610151998277KIS00_2;LT5;1998;277;0.573583002260458
607983.45;7129479.8;toar_LT51610162007238MOR00_2;LT5;2007;238;null
607983.45;7129479.8;toar_LT51580162006214MOR00_2;LT5;2006;214;null
607983.45;7129479.8;toar_LT51610161998165KIS00_2;LT5;1998;165;null
607983.45;7129479.8;toar_LT51620151985088KIS00_2;LT5;1985;088;null
607983.45;7129479.8;toar_LT51600161986173XXX02_2;LT5;1986;173;null
607983.45;7129479.8;toar_LT51610161985209KIS00_2;LT5;1985;209;null
607983.45;7129479.8;toar_LT51620152009250KIS01_2;LT5;2009;250;null
607983.45;7129479.8;toar_LT51600161988195KIS00_2;LT5;1988;195;null
607983.45;7129479.8;toar_LT51610151985273KIS00_2;LT5;1985;273;0.0902285659073423
607983.45;7129479.8;toar_LT51600151990216KIS00_2;LT5;1990;216;0.22839335906011
607983.45;7129479.8;toar_LT51610151989060KIS00_2;LT5;1989;060;0.390827604778955
607983.45;7129479.8;toar_LT51580162007185IKR01_2;LT5;2007;185;null
607983.45;7129479.8;toar_LT51590151987249XXX02_2;LT5;1987;249;0.438423029857098
607983.45;7129479.8;toar_LT51600152009252KIS01_2;LT5;2009;252;0.0600741063487053
607983.45;7129479.8;toar_LT51590152007144IKR01_2;LT5;2007;144;0.288201769399245
607983.45;7129479.8;toar_LT51580161987002XXX03_2;LT5;1987;002;null
607983.45;7129479.8;toar_LT51590151990177KIS00_2;LT5;1990;177;0.285577465257216
607983.45;7129479.8;toar_LT51590161989238KIS00_2;LT5;1989;238;null
607983.45;7129479.8;toar_LT51620151986059KIS00_2;LT5;1986;059;null
607983.45;7129479.8;toar_LT51590161994156KIS00_2;LT5;1994;156;null
607983.45;7129479.8;toar_LT51590151987265XXX02_2;LT5;1987;265;0.101421952979423
607983.45;7129479.8;toar_LT51600161985170KIS00_2;LT5;1985;170;null
607983.45;7129479.8;toar_LT51600151987224XXX02_2;LT5;1987;224;0.399126710697846
607983.45;7129479.8;toar_LT51620151998076KIS00_2;LT5;1998;076;null
607983.45;7129479.8;toar_LT51610151998149KIS00_2;LT5;1998;149;0.258602136320887
607983.45;7129479.8;toar_LT51590161988236KIS00_2;LT5;1988;236;null
607983.45;7129479.8;toar_LT51600161998206KIS00_2;LT5;1998;206;null
607983.45;7129479.8;toar_LT51590161986166XXX03_2;LT5;1986;166;null
607983.45;7129479.8;toar_LT51590151987169XXX02_2;LT5;1987;169;0.0665429623968667
607983.45;7129479.8;toar_LT51590162009245IKR01_2;LT5;2009;245;null
607983.45;7129479.8;toar_LT51610152007126MOR00_2;LT5;2007;126;0.739547831906927
607983.45;7129479.8;toar_LT51600161990088KIS00_2;LT5;1990;088;null
607983.45;7129479.8;toar_LT51590161985147KIS00_2;LT5;1985;147;null
607983.45;7129479.8;toar_LT51610152010278KIS00_2;LT5;2010;278;0.169568698220255
607983.45;7129479.8;toar_LT51590161988172KIS00_2;LT5;1988;172;null
607983.45;7129479.8;toar_LT51590151988156KIS00_2;LT5;1988;156;0.095866169331659
607983.45;7129479.8;toar_LT51610162009243KIS01_2;LT5;2009;243;null
607983.45;7129479.8;toar_LT51590152007160MOR01_2;LT5;2007;160;0.618133447503045
607983.45;7129479.8;toar_LT51610161998277KIS00_2;LT5;1998;277;null
607983.45;7129479.8;toar_LT51590151989126KIS00_2;LT5;1989;126;0.75572451970454
607983.45;7129479.8;toar_LT51620151986123KIS00_2;LT5;1986;123;null
607983.45;7129479.8;toar_LT51600151986141XXX03_2;LT5;1986;141;0.363287660780579
607983.45;7129479.8;toar_LT51600151985218KIS00_2;LT5;1985;218;0.0998041369850332
607983.45;7129479.8;toar_LT51590151989094KIS00_2;LT5;1989;094;null
607983.45;7129479.8;toar_LT51590162009197MOR00_2;LT5;2009;197;null
607983.45;7129479.8;toar_LT51600161986221XXX05_2;LT5;1986;221;null
607983.45;7129479.8;toar_LT51620151998188KIS00_2;LT5;1998;188;null
607983.45;7129479.8;toar_LT51620151987094XXX02_2;LT5;1987;094;null
607983.45;7129479.8;toar_LT51580161987258XXX02_2;LT5;1987;258;null
607983.45;7129479.8;toar_LT51620151987142XXX02_2;LT5;1987;142;null
607983.45;7129479.8;toar_LT51590162011267MOR00_2;LT5;2011;267;null
607983.45;7129479.8;toar_LT51590151990081KIS00_2;LT5;1990;081;0.458356688289232
607983.45;7129479.8;toar_LT51620152011160KIS01_2;LT5;2011;160;null
607983.45;7129479.8;toar_LT51600151988163KIS00_2;LT5;1988;163;0.0473381942897953
